clause_id,doc_id,document,regulation_type,year,pasal,ayat,huruf,angka,source_location,bab,bagian,paragraf,clause_text,word_count,segmentation_note,unit_text_before_atomic_split,is_substantive,non_substantive_reason,policy_theme,label_id,label_source,rule_keyword,confidence,review_flag,keyword_scores_json,weighted_hits_json,audit_note,technical_tariff_clause,technical_tariff_evidence,domain_markers,domain_marker_evidence,best_theme_candidate,best_theme_score,final_label_score,audit_label_consistent,second_theme_candidate,second_theme_score,score_margin,n_matched_keywords_best_theme,n_matched_keywords_all_themes,top_evidence_keywords,strong_evidence_keywords,weak_or_ambiguous_evidence_keywords,evidence_strength
C00218,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 2,3,,,Pasal 2 ayat 3,BAB I,,,Kebijakan pendukung sebagaimana dimaksud pada ayat (1) meliputi,8,ayat-level clause,Kebijakan pendukung sebagaimana dimaksud pada ayat (1) meliputi:,True,substantive_candidate,Other/Needs Review,L0,needs-manual-review,kebijakan,0.35,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.25, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [{""keyword"": ""kebijakan"", ""weight"": 0.25}], ""Environmental Protection and Safety"": []}",only weak/general keyword matched,False,,,,No reliable theme candidate,0.0,0.0,not_applicable,No reliable second candidate,0.0,0.0,0,1,,,,weak_or_insufficient_evidence
C00219,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 2,3,a,,Pasal 2 ayat 3 huruf a,BAB I,,,"Konservasi Energi, Konservasi Sumber Daya Energi, dan Diversifikasi Energi",9,huruf-level clause,"Konservasi Energi, Konservasi Sumber Daya Energi, dan Diversifikasi Energi;",True,substantive_candidate,Renewable and Sustainable Energy,L3,weighted-rule-assisted,"konservasi energi, konservasi sumber daya energi, diversifikasi energi",0.918,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 4.35, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""konservasi energi"", ""weight"": 2.0}, {""keyword"": ""konservasi sumber daya energi"", ""weight"": 1.35}, {""keyword"": ""diversifikasi energi"", ""weight"": 1.0}], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Renewable and Sustainable Energy,4.35,4.35,True,Environmental Protection and Safety,0.0,4.35,3,3,"konservasi energi, konservasi sumber daya energi, diversifikasi energi",konservasi energi,,strong_evidence
C00220,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 2,3,b,,Pasal 2 ayat 3 huruf b,BAB I,,,Lingkungan Hidup dan keselamatan,4,huruf-level clause,Lingkungan Hidup dan keselamatan;,True,substantive_candidate,Environmental Protection and Safety,L6,weighted-rule-assisted,"lingkungan hidup, keselamatan",0.739,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 2.45}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": [{""keyword"": ""lingkungan hidup"", ""weight"": 2.0}, {""keyword"": ""keselamatan"", ""weight"": 0.45}]}",weighted keyword rule,False,,,,Environmental Protection and Safety,2.45,2.45,True,Renewable and Sustainable Energy,0.0,2.45,2,2,"lingkungan hidup, keselamatan",lingkungan hidup,keselamatan,strong_evidence
C00221,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 2,3,c,,Pasal 2 ayat 3 huruf c,BAB I,,,"harga, subsidi, dan insentif energi",5,huruf-level clause,"harga, subsidi, dan insentif energi;",True,substantive_candidate,Economic and Pricing Policy,L4,weighted-rule-assisted,"subsidi, insentif",0.68,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 2.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [{""keyword"": ""subsidi"", ""weight"": 1.0}, {""keyword"": ""insentif"", ""weight"": 1.0}], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Economic and Pricing Policy,2.0,2.0,True,Environmental Protection and Safety,0.0,2.0,2,2,"subsidi, insentif",,,strong_evidence
C00222,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 2,3,d,,Pasal 2 ayat 3 huruf d,BAB I,,,infrastruktur dan akses untuk masyarakat terhadap Energi dan Industri Energi,10,huruf-level clause,infrastruktur dan akses untuk masyarakat terhadap Energi dan Industri Energi;,True,substantive_candidate,Energy Access and Equity,L2,weighted-rule-assisted,akses untuk masyarakat,0.545,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 1.35, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 1.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [{""keyword"": ""akses untuk masyarakat"", ""weight"": 1.35}], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [{""keyword"": ""industri energi"", ""weight"": 1.0}], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Energy Access and Equity,1.35,1.35,True,Economic and Pricing Policy,1.0,0.35,1,2,akses untuk masyarakat,,,moderate_evidence
C00223,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 2,3,e,,Pasal 2 ayat 3 huruf e,BAB I,,,"penelitian, pengembangan, dan penerapan teknologi Energi",6,huruf-level clause,"penelitian, pengembangan, dan penerapan teknologi Energi; dan",True,substantive_candidate,Other/Needs Review,L0,needs-manual-review,,0.0,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",no keyword matched,False,,,,No reliable theme candidate,0.0,0.0,not_applicable,No reliable second candidate,0.0,0.0,0,0,,,,no_evidence
C00224,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 4,,,,Pasal 4,BAB I,,,Kebijakan energi nasional sebagaimana dimaksud dalam Pasal 2 dan Pasal 3 dilaksanakan untuk periode tahun 2014 sampai dengan tahun 2050,20,article-level clause,Kebijakan energi nasional sebagaimana dimaksud dalam Pasal 2 dan Pasal 3 dilaksanakan untuk periode tahun 2014 sampai dengan tahun 2050. Tujuan,True,substantive_candidate,Governance and Institutional Responsibility,L5,weighted-rule-assisted,"kebijakan energi nasional, kebijakan",0.758,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 2.6, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [{""keyword"": ""kebijakan energi nasional"", ""weight"": 2.35}, {""keyword"": ""kebijakan"", ""weight"": 0.25}], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Governance and Institutional Responsibility,2.6,2.6,True,Environmental Protection and Safety,0.0,2.6,2,2,"kebijakan energi nasional, kebijakan",kebijakan energi nasional,kebijakan,strong_evidence
C00225,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 5,,,,Pasal 5,BAB II,Bagian Kesatu,,Kebijakan energi nasional disusun sebagai pedoman untuk memberi arah Pengelolaan Energi nasional guna mewujudkan Kemandirian Energi dan Ketahanan Energi nasional untuk mendukung pembangunan nasional berkelanjutan,25,article-level clause,Kebijakan energi nasional disusun sebagai pedoman untuk memberi arah Pengelolaan Energi nasional guna mewujudkan Kemandirian Energi dan Ketahanan Energi nasional untuk mendukung pembangunan nasional berkelanjutan.,True,substantive_candidate,Governance and Institutional Responsibility,L5,weighted-rule-assisted,"kebijakan energi nasional, pengelolaan energi, pedoman, kebijakan",0.783,False,"{""Energy Security"": 3.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 1.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 3.95, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""ketahanan energi"", ""weight"": 2.0}, {""keyword"": ""kemandirian energi"", ""weight"": 1.0}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""berkelanjutan"", ""weight"": 1.0}], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [{""keyword"": ""kebijakan energi nasional"", ""weight"": 2.35}, {""keyword"": ""pengelolaan energi"", ""weight"": 1.0}, {""keyword"": ""pedoman"", ""weight"": 0.35}, {""keyword"": ""kebijakan"", ""weight"": 0.25}], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Governance and Institutional Responsibility,3.95,3.95,True,Energy Security,3.0,0.95,4,7,"kebijakan energi nasional, pengelolaan energi, pedoman, kebijakan",kebijakan energi nasional,"pedoman, kebijakan",strong_evidence
C00226,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 6,,,,Pasal 6,BAB II,Bagian Kesatu,,"Kemandirian Energi dan Ketahanan Energi nasional sebagaimana dimaksud dalam Pasal 5, dicapai dengan mewujudkan",14,article-level clause,"Kemandirian Energi dan Ketahanan Energi nasional sebagaimana dimaksud dalam Pasal 5, dicapai dengan mewujudkan:",True,substantive_candidate,Energy Security,L1,weighted-rule-assisted,"ketahanan energi, kemandirian energi",0.81,False,"{""Energy Security"": 3.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""ketahanan energi"", ""weight"": 2.0}, {""keyword"": ""kemandirian energi"", ""weight"": 1.0}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Energy Security,3.0,3.0,True,Environmental Protection and Safety,0.0,3.0,2,2,"ketahanan energi, kemandirian energi",ketahanan energi,,strong_evidence
C00227,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 6,,a,,Pasal 6 huruf a,BAB II,Bagian Kesatu,,Sumber Daya Energi tidak dijadikan sebagai komoditas ekspor semata tetapi sebagai modal pembangunan nasional,14,huruf-level clause,Sumber Daya Energi tidak dijadikan sebagai komoditas ekspor semata tetapi sebagai modal pembangunan nasional;,True,substantive_candidate,Economic and Pricing Policy,L4,weighted-rule-assisted,modal,0.55,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 1.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [{""keyword"": ""modal"", ""weight"": 1.0}], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule; needs review due to low score or small margin,False,,,,Economic and Pricing Policy,1.0,1.0,True,Environmental Protection and Safety,0.0,1.0,1,1,modal,,,weak_evidence
C00228,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 6,,c,,Pasal 6 huruf c,BAB II,Bagian Kesatu,,ketersediaan Energi dan terpenuhinya kebutuhan Sumber Energi dalam negeri,9,huruf-level clause,ketersediaan Energi dan terpenuhinya kebutuhan Sumber Energi dalam negeri;,True,substantive_candidate,Energy Security,L1,weighted-rule-assisted,"ketersediaan energi, sumber energi dalam negeri",0.838,False,"{""Energy Security"": 3.35, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""ketersediaan energi"", ""weight"": 2.0}, {""keyword"": ""sumber energi dalam negeri"", ""weight"": 1.35}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Energy Security,3.35,3.35,True,Environmental Protection and Safety,0.0,3.35,2,2,"ketersediaan energi, sumber energi dalam negeri",ketersediaan energi,,strong_evidence
C00229,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 6,,d,,Pasal 6 huruf d,BAB II,Bagian Kesatu,,"pengelolaan Sumber Daya Energi secara optimal, terpadu, dan berkelanjutan",9,huruf-level clause,"pengelolaan Sumber Daya Energi secara optimal, terpadu, dan berkelanjutan;",True,substantive_candidate,Renewable and Sustainable Energy,L3,weighted-rule-assisted,berkelanjutan,0.55,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 1.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""berkelanjutan"", ""weight"": 1.0}], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule; needs review due to low score or small margin,False,,,,Renewable and Sustainable Energy,1.0,1.0,True,Environmental Protection and Safety,0.0,1.0,1,1,berkelanjutan,,,weak_evidence
C00230,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 6,,e,,Pasal 6 huruf e,BAB II,Bagian Kesatu,,Pemanfaatan Energi secara efisien di semua sektor,7,huruf-level clause,Pemanfaatan Energi secara efisien di semua sektor;,True,substantive_candidate,Other/Needs Review,L0,needs-manual-review,,0.0,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",no keyword matched,False,,,,No reliable theme candidate,0.0,0.0,not_applicable,No reliable second candidate,0.0,0.0,0,0,,,,no_evidence
C00231,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 6,,f,,Pasal 6 huruf f,BAB II,Bagian Kesatu,,akses untuk masyarakat terhadap Energi secara adil dan merata,9,huruf-level clause,akses untuk masyarakat terhadap Energi secara adil dan merata;,True,substantive_candidate,Energy Access and Equity,L2,weighted-rule-assisted,"akses untuk masyarakat, adil dan merata",0.771,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 2.7, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [{""keyword"": ""akses untuk masyarakat"", ""weight"": 1.35}, {""keyword"": ""adil dan merata"", ""weight"": 1.35}], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Energy Access and Equity,2.7,2.7,True,Environmental Protection and Safety,0.0,2.7,2,2,"akses untuk masyarakat, adil dan merata",,,strong_evidence
C00232,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 6,,g,,Pasal 6 huruf g,BAB II,Bagian Kesatu,,"pengembangan kemampuan teknologi, Industri Energi, dan jasa Energi dalam negeri agar mandiri dan meningkatkan kapasitas sumber daya manusia",18,huruf-level clause,"pengembangan kemampuan teknologi, Industri Energi, dan jasa Energi dalam negeri agar mandiri dan meningkatkan kapasitas sumber daya manusia;",True,substantive_candidate,Economic and Pricing Policy,L4,weighted-rule-assisted,industri energi,0.55,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 1.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [{""keyword"": ""industri energi"", ""weight"": 1.0}], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule; needs review due to low score or small margin,False,,,,Economic and Pricing Policy,1.0,1.0,True,Environmental Protection and Safety,0.0,1.0,1,1,industri energi,,,weak_evidence
C00233,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 6,,i,,Pasal 6 huruf i,BAB II,Bagian Kesatu,,terjaganya kelestarian fungsi Lingkungan Hidup,5,huruf-level clause,terjaganya kelestarian fungsi Lingkungan Hidup. Sasaran,True,substantive_candidate,Environmental Protection and Safety,L6,weighted-rule-assisted,lingkungan hidup,0.68,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 2.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": [{""keyword"": ""lingkungan hidup"", ""weight"": 2.0}]}",weighted keyword rule,False,,,,Environmental Protection and Safety,2.0,2.0,True,Renewable and Sustainable Energy,0.0,2.0,1,1,lingkungan hidup,lingkungan hidup,,strong_evidence
C00234,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 7,,,,Pasal 7,BAB II,Bagian Kedua,,"Sumber Energi dan/atau Sumber Daya Energi ditujukan untuk modal pembangunan guna sebesar-besar kemakmuran rakyat, dengan cara mengoptimalkan pemanfaatannya bagi pembangunan ekonomi nasional, penciptaan nilai tambah di dalam negeri dan penyerapan tenaga kerja",34,article-level clause,"Sumber Energi dan/atau Sumber Daya Energi ditujukan untuk modal pembangunan guna sebesar-besar kemakmuran rakyat, dengan cara mengoptimalkan pemanfaatannya bagi pembangunan ekonomi nasional, penciptaan nilai tambah di dalam negeri dan penyerapan tenaga kerja.",True,substantive_candidate,Economic and Pricing Policy,L4,weighted-rule-assisted,"nilai tambah, modal",0.68,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 2.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [{""keyword"": ""nilai tambah"", ""weight"": 1.0}, {""keyword"": ""modal"", ""weight"": 1.0}], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Economic and Pricing Policy,2.0,2.0,True,Environmental Protection and Safety,0.0,2.0,2,2,"nilai tambah, modal",,,strong_evidence
C00235,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 8,,,,Pasal 8,BAB II,Bagian Kedua,,Sasaran penyediaan dan pemanfaatan Energi Primer dan Energi Final sebagai berikut,11,article-level clause,Sasaran penyediaan dan pemanfaatan Energi Primer dan Energi Final sebagai berikut:,True,substantive_candidate,Energy Security,L1,weighted-rule-assisted,"energi primer, energi final",0.68,False,"{""Energy Security"": 2.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""energi primer"", ""weight"": 1.0}, {""keyword"": ""energi final"", ""weight"": 1.0}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Energy Security,2.0,2.0,True,Environmental Protection and Safety,0.0,2.0,2,2,"energi primer, energi final",,,strong_evidence
C00236,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 8,,a,,Pasal 8 huruf a,BAB II,Bagian Kedua,,terpenuhinya penyediaan Energi Primer pada tahun 2025 sekitar 400 MTOE (empat ratus million tonnes of oil equivalent) dan pada tahun 2050 sekitar 1.000 MTOE (seribu million tonnes of oil equivalent),31,huruf-level clause,terpenuhinya penyediaan Energi Primer pada tahun 2025 sekitar 400 MTOE (empat ratus million tonnes of oil equivalent) dan pada tahun 2050 sekitar 1.000 MTOE (seribu million tonnes of oil equivalent);,True,substantive_candidate,Energy Security,L1,weighted-rule-assisted,"penyediaan energi, energi primer, penyediaan energi primer",0.838,False,"{""Energy Security"": 3.35, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""penyediaan energi"", ""weight"": 1.0}, {""keyword"": ""energi primer"", ""weight"": 1.0}, {""keyword"": ""penyediaan energi primer"", ""weight"": 1.35}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Energy Security,3.35,3.35,True,Environmental Protection and Safety,0.0,3.35,3,3,"penyediaan energi primer, penyediaan energi, energi primer",,,strong_evidence
C00237,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 8,,b,,Pasal 8 huruf b,BAB II,Bagian Kedua,,"tercapainya pemanfaatan energi primer per kapita pada tahun 2025 sekitar 1,4 TOE (satu koma empat tonnes of oil equivalent) dan pada tahun 2050 sekitar 3,2TOE (tiga koma dua tonnes of oil equivalent)",34,huruf-level clause,"tercapainya pemanfaatan energi primer per kapita pada tahun 2025 sekitar 1,4 TOE (satu koma empat tonnes of oil equivalent) dan pada tahun 2050 sekitar 3,2TOE (tiga koma dua tonnes of oil equivalent);",True,substantive_candidate,Energy Security,L1,weighted-rule-assisted,energi primer,0.55,True,"{""Energy Security"": 1.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""energi primer"", ""weight"": 1.0}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule; needs review due to low score or small margin,False,,,,Energy Security,1.0,1.0,True,Environmental Protection and Safety,0.0,1.0,1,1,energi primer,,,weak_evidence
C00238,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 8,,c,,Pasal 8 huruf c,BAB II,Bagian Kedua,,terpenuhinya penyediaan kapasitas pembangkit listrik pada tahun 2025 sekitar 115 GW (seratus lima belas giga watt) dan pada tahun 2050 sekitar 430 GW (empat ratus tiga puluh giga watt),29,huruf-level clause,terpenuhinya penyediaan kapasitas pembangkit listrik pada tahun 2025 sekitar 115 GW (seratus lima belas giga watt) dan pada tahun 2050 sekitar 430 GW (empat ratus tiga puluh giga watt); dan,True,substantive_candidate,Energy Security,L1,weighted-rule-assisted,"pembangkit listrik, kapasitas pembangkit",0.68,False,"{""Energy Security"": 2.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""pembangkit listrik"", ""weight"": 1.0}, {""keyword"": ""kapasitas pembangkit"", ""weight"": 1.0}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Energy Security,2.0,2.0,True,Environmental Protection and Safety,0.0,2.0,2,2,"pembangkit listrik, kapasitas pembangkit",,,strong_evidence
C00239,PP79_2014,PP No. 79 Tahun 2014,Government Regulation,2014,Pasal 8,,d,,Pasal 8 huruf d,BAB II,Bagian Kedua,,tercapainya pemanfaatan listrik per kapita pada tahun 2025 sekitar 2.500 KWh (dua ribu lima ratus kilo watt hours) dan pada tahun 2050 sekitar 7.000 KWh (tujuh ribu kilo watt hoursl,32,huruf-level clause,tercapainya pemanfaatan listrik per kapita pada tahun 2025 sekitar 2.500 KWh (dua ribu lima ratus kilo watt hours) dan pada tahun 2050 sekitar 7.000 KWh (tujuh ribu kilo watt hoursl.,True,substantive_candidate,Other/Needs Review,L0,needs-manual-review,,0.0,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",no keyword matched,False,,,,No reliable theme candidate,0.0,0.0,not_applicable,No reliable second candidate,0.0,0.0,0,0,,,,no_evidence
